,Districts/Neighborhoods,Address,County,Routes Served,Name,Route,Route Type,Agency Stop ID,Lat,Lon
1164,Queen Anne,"Seattle, WA",King,4,Taylor Ave N & Lee St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.631092,-122.346375
1165,Queen Anne,"Seattle, WA",King,4,Taylor Ave N & Prospect St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.628971,-122.346344
1166,,"Seattle, WA",King,4,5th Ave N & Valley St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.625935,-122.347656
1167,Queen Anne,"Seattle, WA",King,4,5th Ave N & Republican St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.623612,-122.347672
1168,Queen Anne,"Seattle, WA",King,4,5th Ave N & Broad St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.621288,-122.347710
1169,Cascade,"Seattle, WA",King,4,5th Ave N & Denny Way,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.619213,-122.347725
1170,Belltown,"Seattle, WA",King,1,3rd Ave & Cedar St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.616776,-122.348450
1171,Belltown,"Seattle, WA",King,1,3rd Ave & Bell St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.614300,-122.344269
1172,Belltown,"Seattle, WA",King,1,3rd Ave & Virginia St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.612438,-122.341110
1173,Central Business District,"Seattle, WA",King,1,3rd Ave & Pine St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.610897,-122.338966
1174,Central Business District,"Seattle, WA",King,1,3rd Ave & Union St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.608253,-122.336548
1175,Central Business District,"Seattle, WA",King,1,3rd Ave & Marion St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.604996,-122.333572
1176,Pioneer Square,"Seattle, WA",King,1,3rd Ave & James St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.602818,-122.331581
1177,Pioneer Square,"Seattle, WA",King,1,3rd Ave S & S Main St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.600239,-122.330376
1178,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.599125,-122.328041
1179,Pioneer Square,"Seattle, WA",King,3,James St & 3rd Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.602932,-122.330826
1180,Pioneer Square,"Seattle, WA",King,3,James St & 5th Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.603771,-122.328773
1181,Yesler Terrace,"Seattle, WA",King,3,James St & 8th Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.605164,-122.325500
1182,Yesler Terrace,"Seattle, WA",King,3,9th Ave & Jefferson St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.604874,-122.324242
1183,Yesler Terrace,"Seattle, WA",King,3,E Jefferson St & Broadway,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.606144,-122.320229
1184,"Central District, Minor, Squire Park","Seattle, WA",King,3,E Jefferson St & 12th Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.606125,-122.316376
1185,"Central District, Minor, Squire Park","Seattle, WA",King,3,E Jefferson St & 14th Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.606125,-122.313560
1186,"Central District, Minor, Squire Park","Seattle, WA",King,3,E Jefferson St & 17th Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.606110,-122.309929
1187,"Central District, Minor, Squire Park","Seattle, WA",King,3,E Jefferson St & 20th Ave,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.606098,-122.305962
1188,"Central District, Minor, Squire Park","Seattle, WA",King,3,21st Ave & E James St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.607399,-122.304924
1189,"Central District, Minor, Squire Park","Seattle, WA",King,4,23rd Ave & E Jefferson St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.605900,-122.302887
1190,"Atlantic, Central District, Squire Park","Seattle, WA",King,4,23rd Ave S & E Yesler Way,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.601257,-122.302361
1191,,"Seattle, WA",King,4,23rd Ave S & S Jackson St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.598976,-122.302315
1192,,"Seattle, WA",King,4,S Dearborn St & 24th Ave S,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.595501,-122.301636
1193,,"Seattle, WA",King,4,24th Ave S & S Norman St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.592743,-122.301292
1194,"Atlantic, Central District","Seattle, WA",King,4,Martin L King Jr Way S & S Irving St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.590015,-122.297630
1195,"Atlantic, Central District","Seattle, WA",King,4,Martin L King Jr Way S & S Massachusetts St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.587997,-122.298195
1196,"Atlantic, Central District","Seattle, WA",King,4,Martin L King Jr Way S & S Hill St,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.584259,-122.298248
1197,"Atlantic, Central District","Seattle, WA",King,4,S Walker St & 25th Ave S,4 - Seattle Pacific University - Seattle - Judkins Park,Trolley,,47.583714,-122.299629
1198,"Belltown, Denny Regrade","Seattle, WA",King,7,Virginia St & 6th Ave,7 - Prentice St - Columbia City - Seattle,Trolley,,47.614227,-122.338394
1199,Central Business District,"Seattle, WA",King,1,3rd Ave & Pine St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.610897,-122.338966
1200,Central Business District,"Seattle, WA",King,1,3rd Ave & Union St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.608253,-122.336548
1201,Central Business District,"Seattle, WA",King,1,3rd Ave & Marion St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.604996,-122.333572
1202,Pioneer Square,"Seattle, WA",King,1,3rd Ave & James St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.602818,-122.331581
1203,Pioneer Square,"Seattle, WA",King,1,3rd Ave S & S Main St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.600239,-122.330376
1204,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.599125,-122.328041
1205,International District,"Seattle, WA",King,7,S Jackson St & Maynard Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.599117,-122.324570
1206,International District,"Seattle, WA",King,7,S Jackson St & 8th Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.599117,-122.322044
1207,International District,County:,King,7,S Jackson St & 12th Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.599129,-122.317642
1208,International District,"Seattle, WA",King,7,Rainier Ave S & S King St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.598473,-122.313629
1209,"Beacon Hill, North Beacon Hill","Seattle, WA",King,7,Rainier Ave S & S Charles St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.593727,-122.309998
1210,"Beacon Hill, North Beacon Hill","Seattle, WA",King,7,Rainier Ave S & I-90,7 - Prentice St - Columbia City - Seattle,Trolley,,47.589027,-122.306412
1211,"Beacon Hill, North Beacon Hill","Seattle, WA",King,7,Rainier Ave S & S State St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.587524,-122.305252
1212,"Beacon Hill, North Beacon Hill","Seattle, WA",King,7,Rainier Ave S & S Walker St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.583733,-122.302368
1213,"Beacon Hill, North Beacon Hill","Seattle, WA",King,7,Rainier Ave S & S Bayview St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.580791,-122.300133
1214,"Beacon Hill, North Beacon Hill","Seattle, WA",King,7,Rainier Ave S & S Forest St - Bay 4,7 - Prentice St - Columbia City - Seattle,Trolley,,47.576828,-122.297112
1215,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Walden St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.572689,-122.293945
1216,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & Letitia Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.569950,-122.291237
1217,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Andover St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.568123,-122.289490
1218,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Genesee St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.563683,-122.288177
1219,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Alaska St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.560547,-122.286980
1220,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Edmunds St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.558830,-122.285652
1221,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Dawson St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.555328,-122.282974
1222,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Brandon St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.553432,-122.279884
1223,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Orcas St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.550926,-122.277634
1224,"Columbia City, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Kenny St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.548695,-122.277061
1225,"Brighton, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Graham St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.545670,-122.275665
1226,"Brighton, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Holly St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.542221,-122.272743
1227,"Brighton, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Frontenac St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.539314,-122.270927
1228,"Brighton, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Othello St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.536625,-122.270294
1229,"Brighton, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Holden St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.533348,-122.270088
1230,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Rose St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.528767,-122.270088
1231,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Cloverdale St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.525925,-122.270088
1232,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Henderson St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.522980,-122.270088
1233,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & 51st Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.520458,-122.270065
1234,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & 54th Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.519813,-122.264709
1235,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Waters Ave S & S Fletcher St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.519062,-122.261421
1236,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Waters Ave S & S Carver St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.517746,-122.259682
1237,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Waters Ave S & 61st Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.515766,-122.257126
1238,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Waters Ave S & 62nd Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.514790,-122.255966
1239,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,62nd Ave S & S Cooper St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.511417,-122.255981
1240,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,62nd Ave S & S Prentice St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.508312,-122.256004
1241,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,S Prentice St & 64th Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.508122,-122.253754
1242,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,64th Ave S & S Ryan St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.509659,-122.253441
1243,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,64th Ave S & S Cooper St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.511494,-122.253426
1244,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Waters Ave S & S Norfolk St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.513691,-122.254097
1245,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,Waters Ave S & S Pilgrim St,7 - Prentice St - Columbia City - Seattle,Trolley,,47.515606,-122.256660
1247,"Rainier Beach, Rainier Valley","Seattle, WA",King,7,57th Ave S & Waters Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.519527,-122.261482
1248,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & Seward Park Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.520100,-122.263481
1249,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & 52nd Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.519917,-122.267807
1250,"Dunlap, Rainier Valley","Seattle, WA",King,7,Rainier Ave S & S Fisher Pl,7 - Prentice St - Columbia City - Seattle,Trolley,,47.521328,-122.269897
1252,"Dunlap, Rainier Valley","Seattle, WA",King,7,S Henderson St & Rainier Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,47.523235,-122.268219
1253,Central Business District,"Seattle, WA",King,3,Pine St & 9th Ave,10 - Capitol Hill - Seattle,Trolley,,47.613377,-122.332603
1254,Central Business District,"Seattle, WA",King,3,Pine St & 5th Ave,10 - Capitol Hill - Seattle,Trolley,,47.611767,-122.336456
1255,Central Business District,"Seattle, WA",King,10,Pine St & 4th Ave,10 - Capitol Hill - Seattle,Trolley,,47.611103,-122.338028
1256,Central Business District,"Seattle, WA",King,3,Pike St & 4th Ave,10 - Capitol Hill - Seattle,Trolley,,47.610073,-122.336838
1257,Central Business District,"Seattle, WA",King,3,Pike St & 6th Ave,10 - Capitol Hill - Seattle,Trolley,,47.611034,-122.334526
1258,,"Seattle, WA",King,3,Pike St & 7th Ave,10 - Capitol Hill - Seattle,Trolley,,47.611809,-122.332687
1259,First Hill,"Seattle, WA",King,3,Pike St & Minor Ave,10 - Capitol Hill - Seattle,Trolley,,47.613785,-122.327957
1260,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & Summit Ave,10 - Capitol Hill - Seattle,Trolley,,47.615158,-122.324638
1261,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & Harvard Ave,10 - Capitol Hill - Seattle,Trolley,,47.615162,-122.321617
1262,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & 12th Ave,10 - Capitol Hill - Seattle,Trolley,,47.615200,-122.316483
1263,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave & E Pine St,10 - Capitol Hill - Seattle,Trolley,,47.615700,-122.312668
1264,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Denny Way,10 - Capitol Hill - Seattle,Trolley,,47.618794,-122.312645
1265,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Thomas St,10 - Capitol Hill - Seattle,Trolley,,47.620773,-122.312607
1266,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Harrison St,10 - Capitol Hill - Seattle,Trolley,,47.622963,-122.312538
1267,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Roy St,10 - Capitol Hill - Seattle,Trolley,,47.625423,-122.312492
1268,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Aloha St,10 - Capitol Hill - Seattle,Trolley,,47.627098,-122.312469
1269,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Prospect St,10 - Capitol Hill - Seattle,Trolley,,47.628902,-122.312454
1270,"Capitol Hill, Stevens","Seattle, WA",King,10,15th Ave E & E Highland Dr,10 - Capitol Hill - Seattle,Trolley,,47.630833,-122.312424
1271,"Capitol Hill, Stevens","Seattle, WA",King,10,Grandview Pl E & E Galer St,10 - Capitol Hill - Seattle,Trolley,,47.632523,-122.311821
1272,"Capitol Hill, Stevens","Seattle, WA",King,10,Grandview Pl E & E Garfield St,10 - Capitol Hill - Seattle,Trolley,,47.634079,-122.311798
1273,"Broadway, Capitol Hill","Seattle, WA",King,10,15th Ave E & E Galer St,10 - Capitol Hill - Seattle,Trolley,,47.632500,-122.312607
1274,Central Business District,"Seattle, WA",King,3,Pine St & 9th Ave,12 - Interlaken Park - Seattle,Trolley,,47.613377,-122.332603
1275,Central Business District,"Seattle, WA",King,3,Pine St & 5th Ave,12 - Interlaken Park - Seattle,Trolley,,47.611767,-122.336456
1276,Central Business District,"Seattle, WA",King,10,Pine St & 4th Ave,12 - Interlaken Park - Seattle,Trolley,,47.611103,-122.338028
1277,Central Business District,"Seattle, WA",King,3,Pike St & 4th Ave,12 - Interlaken Park - Seattle,Trolley,,47.610073,-122.336838
1278,Central Business District,"Seattle, WA",King,3,Pike St & 6th Ave,12 - Interlaken Park - Seattle,Trolley,,47.611034,-122.334526
1279,,"Seattle, WA",King,3,Pike St & 7th Ave,12 - Interlaken Park - Seattle,Trolley,,47.611809,-122.332687
1280,First Hill,"Seattle, WA",King,3,Pike St & Minor Ave,12 - Interlaken Park - Seattle,Trolley,,47.613785,-122.327957
1281,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & Summit Ave,12 - Interlaken Park - Seattle,Trolley,,47.615158,-122.324638
1282,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & Harvard Ave,12 - Interlaken Park - Seattle,Trolley,,47.615162,-122.321617
1283,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & 12th Ave,12 - Interlaken Park - Seattle,Trolley,,47.615200,-122.316483
1284,"Capitol Hill, Stevens","Seattle, WA",King,12,E Pine St & 15th Ave,12 - Interlaken Park - Seattle,Trolley,,47.615212,-122.311852
1285,"Central District, Minor","Seattle, WA",King,12,E Madison St & 17th Ave,12 - Interlaken Park - Seattle,Trolley,,47.615696,-122.309723
1286,"Central District, Minor","Seattle, WA",King,12,E Madison St & 18th Ave,12 - Interlaken Park - Seattle,Trolley,,47.616230,-122.308426
1287,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Denny Way,12 - Interlaken Park - Seattle,Trolley,,47.618698,-122.307274
1288,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E John St,12 - Interlaken Park - Seattle,Trolley,,47.619873,-122.307259
1289,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Thomas St,12 - Interlaken Park - Seattle,Trolley,,47.620682,-122.307251
1290,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Harrison St,12 - Interlaken Park - Seattle,Trolley,,47.621860,-122.307236
1291,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Republican St,12 - Interlaken Park - Seattle,Trolley,,47.623402,-122.307205
1292,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Roy St,12 - Interlaken Park - Seattle,Trolley,,47.625469,-122.307220
1293,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Aloha St,12 - Interlaken Park - Seattle,Trolley,,47.627045,-122.307190
1294,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Prospect St,12 - Interlaken Park - Seattle,Trolley,,47.628861,-122.307167
1295,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Highland Dr,12 - Interlaken Park - Seattle,Trolley,,47.630806,-122.307152
1296,"Capitol Hill, Stevens","Seattle, WA",King,12,Interlaken Turnback Loop & 19th Ave E,12 - Interlaken Park - Seattle,Trolley,,47.632507,-122.307373
1297,"Capitol Hill, Stevens","Seattle, WA",King,12,19th Ave E & E Galer St,12 - Interlaken Park - Seattle,Trolley,,47.631897,-122.307327
1298,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.599266,-122.328384
1299,Pioneer Square,"Seattle, WA",King,1,Prefontaine Pl S & Yesler Way,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.601658,-122.329941
1300,Central Business District,"Seattle, WA",King,1,3rd Ave & Columbia St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.604095,-122.332504
1301,Central Business District,"Seattle, WA",King,1,3rd Ave & Seneca St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.607052,-122.335213
1302,First Hill,"Seattle, WA",King,2,Seneca St & 8th Ave,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.609280,-122.330170
1303,Central Business District,"Seattle, WA",King,2,Seneca St & 6th Ave,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.608742,-122.331482
1304,Central Business District,"Seattle, WA",King,2,Seneca St & 4th Ave,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.607422,-122.334610
1305,Central Business District,"Seattle, WA",King,1,3rd Ave & Pike St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.609642,-122.337585
1306,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Virginia St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.612995,-122.341743
1307,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Bell St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.615120,-122.345337
1308,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Vine St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.616959,-122.348450
1309,,"Seattle, WA",King,2,Denny Way & 2nd Ave N,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.618660,-122.352615
1310,,"Seattle, WA",King,1,1st Ave N & Denny Way,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.619118,-122.355362
1311,Queen Anne,"Seattle, WA",King,1,1st Ave N & Republican St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.623123,-122.355309
1312,Queen Anne,"Seattle, WA",King,2,1st Ave N & Mercer St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.624737,-122.355309
1313,Queen Anne,"Seattle, WA",King,2,Queen Anne Ave N & Aloha St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.627110,-122.356590
1314,Queen Anne,"Seattle, WA",King,2,Queen Anne Ave N & Ward St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.628319,-122.356575
1315,Queen Anne,"Seattle, WA",King,2,Queen Anne Ave N & Highland Dr,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.629791,-122.356522
1316,Queen Anne,"Seattle, WA",King,2,Queen Anne Ave N & W Lee St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.631493,-122.356491
1317,Queen Anne,"Seattle, WA",King,13,Queen Anne Ave N & Garfield St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.633827,-122.356873
1318,Queen Anne,"Seattle, WA",King,13,Queen Anne Ave N & Crockett St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.637478,-122.356834
1319,Queen Anne,"Seattle, WA",King,4,W Mcgraw St & Queen Anne Ave N,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.639656,-122.357246
1320,Queen Anne,"Seattle, WA",King,4,W Mcgraw St & 3rd Ave W,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.639656,-122.360649
1321,Queen Anne,"Seattle, WA",King,4,3rd Ave W & W Smith St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.641304,-122.360825
1322,Queen Anne,"Seattle, WA",King,4,3rd Ave W & W Raye St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.643425,-122.360786
1323,Queen Anne,"Seattle, WA",King,4,3rd Ave W & W Armour St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.645336,-122.360786
1324,Queen Anne,"Seattle, WA",King,4,3rd Ave W & W Dravus St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.649097,-122.360786
1325,Queen Anne,"Seattle, WA",King,4,W Nickerson St & 3rd Ave W,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.650680,-122.360550
1326,Queen Anne,"Seattle, WA",King,4,3rd Ave W & W Cremona St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,47.648830,-122.360985
1327,Belltown,"Seattle, WA",King,1,3rd Ave & Cedar St,14 - Mount Baker - Seattle,Trolley,,47.616776,-122.348450
1328,Belltown,"Seattle, WA",King,1,3rd Ave & Bell St,14 - Mount Baker - Seattle,Trolley,,47.614300,-122.344269
1329,Belltown,"Seattle, WA",King,1,3rd Ave & Virginia St,14 - Mount Baker - Seattle,Trolley,,47.612438,-122.341110
1330,Central Business District,"Seattle, WA",King,1,3rd Ave & Pine St,14 - Mount Baker - Seattle,Trolley,,47.610897,-122.338966
1331,Central Business District,"Seattle, WA",King,1,3rd Ave & Union St,14 - Mount Baker - Seattle,Trolley,,47.608253,-122.336548
1332,Central Business District,"Seattle, WA",King,1,3rd Ave & Marion St,14 - Mount Baker - Seattle,Trolley,,47.604996,-122.333572
1333,Pioneer Square,"Seattle, WA",King,1,3rd Ave & James St,14 - Mount Baker - Seattle,Trolley,,47.602818,-122.331581
1334,Pioneer Square,"Seattle, WA",King,1,3rd Ave S & S Main St,14 - Mount Baker - Seattle,Trolley,,47.600239,-122.330376
1335,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599125,-122.328041
1336,International District,"Seattle, WA",King,7,S Jackson St & Maynard Ave S,14 - Mount Baker - Seattle,Trolley,,47.599117,-122.324570
1337,International District,"Seattle, WA",King,7,S Jackson St & 8th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599117,-122.322044
1338,International District,County:,King,7,S Jackson St & 12th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599129,-122.317642
1339,"Atlantic, Central District","Seattle, WA",King,14,S Jackson St & Rainier Ave S,14 - Mount Baker - Seattle,Trolley,,47.599148,-122.313354
1340,"Atlantic, Central District","Seattle, WA",King,14,S Jackson St & 18th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599167,-122.309738
1341,"Atlantic, Central District","Seattle, WA",King,14,S Jackson St & 20th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599190,-122.305893
1342,"Atlantic, Central District","Seattle, WA",King,8,S Jackson St & 23rd Ave S,14 - Mount Baker - Seattle,Trolley,,47.599220,-122.301430
1343,"Central District, Leschi","Seattle, WA",King,14,S Jackson St & 28th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599148,-122.295952
1344,"Central District, Leschi","Seattle, WA",King,14,S Jackson St & 30th Ave S,14 - Mount Baker - Seattle,Trolley,,47.599117,-122.293930
1345,"Central District, Leschi","Seattle, WA",King,14,31st Ave S & S King St,14 - Mount Baker - Seattle,Trolley,,47.597744,-122.292740
