Districts/Neighborhoods,Address,County,Coordinates,OneBusAway Stop ID,Routes Served,Name,Route,Route Type,Agency Stop ID,Parking Spots
"Magnolia, Southeast Magnolia","Seattle, WA",King,"47.642265, -122.392868",1_24560,24,28th Ave W & W Halladay St,24 - Magnolia - Seattle,Seattle,,
"Magnolia, Southeast Magnolia","Seattle, WA",King,"47.643593, -122.392845",1_24570,24,28th Ave W & W Raye St,24 - Magnolia - Seattle,Seattle,,
"Magnolia, Southeast Magnolia","Seattle, WA",King,"47.645695, -122.392815",1_24580,24,28th Ave W & W Fulton St,24 - Magnolia - Seattle,Seattle,,
"Magnolia, Southeast Magnolia","Seattle, WA",King,"47.647057, -122.392799",1_24590,24,28th Ave W & W Barrett St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.648777, -122.392799",1_24600,24,28th Ave W & W Dravus St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.650600, -122.392792",1_24610,24,28th Ave W & W Bertona St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.652222, -122.392792",1_24620,24,28th Ave W & W Ruffner St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.653236, -122.394539",1_24630,24,W Tilden St & 29th Ave W,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.654320, -122.395561",1_24640,24,30th Ave W & W Emerson St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.656258, -122.395561",1_24650,24,30th Ave W & W Thurman St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.658649, -122.396721",1_24660,24,31st Ave W & W Mansell St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.659981, -122.397461",1_24670,24,31st Ave W & W Jameson St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.660004, -122.399757",1_24680,24,W Government Way & 33rd Ave W,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.658730, -122.401001",1_24690,24,34th Ave W & W Government Way,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.657532, -122.401001",1_24700,24,34th Ave W & W Elmore St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.655613, -122.401001",1_24710,24,34th Ave W & W Thurman St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.653786, -122.401001",1_24720,24,34th Ave W & W Emerson St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.652046, -122.401016",1_24321,24,34th Ave W & W Ruffner St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.650257, -122.401016",1_24740,24,34th Ave W & W Bertona St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.648434, -122.401024",1_24750,24,34th Ave W & W Dravus St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.646625, -122.401039",1_24760,24,34th Ave W & W Barrett St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.644810, -122.401054",1_24770,24,34th Ave W & W Armour St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.642983, -122.401070",1_24780,24,34th Ave W & W Raye St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.639950, -122.401093",1_24250,24,34th Ave W & W Mcgraw St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.639011, -122.402191",1_20940,24,Viewmont Way W & 35th Ave W,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.639343, -122.402267",1_20650,24,35th Ave W & W Mcgraw St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.637913, -122.403732",1_20950,24,Viewmont Way W & Edgemont Pl W,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.637333, -122.405907",1_20960,24,West Viewmont Way W & Constance Dr W,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.638718, -122.407257",1_20970,24,West Viewmont Way W & Montavista Pl W,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.640213, -122.409279",1_20980,24,West Viewmont Way W & W Parkmont Pl,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.642364, -122.409576",1_20990,24,West Viewmont Way W & Westmont Way W,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.643417, -122.409554",1_21000,24,West Viewmont Way W & W Raye St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.644936, -122.409523",1_21010,24,West Viewmont Way W & W Armour St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.647152, -122.409470",1_21020,24,West Viewmont Way W & W Barrett Ln,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.648777, -122.409470",1_21030,24,West Viewmont Way W & W Dravus St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.650650, -122.409470",1_21040,24,West Viewmont Way W & W Bertona St,24 - Magnolia - Seattle,Seattle,,
"Briarcliff, Magnolia","Seattle, WA",King,"47.652237, -122.410545",1_21050,24,West Viewmont Way W & W Ruffner St,24 - Magnolia - Seattle,Seattle,,
"Lawton Park, Magnolia","Seattle, WA",King,"47.654167, -122.411751",1_20530,24,W Emerson St & Magnolia Blvd W,24 - Magnolia - Seattle,Seattle,,
Belltown,"Seattle, WA",King,"47.616776, -122.348450",1_2220,1,3rd Ave & Cedar St,27 - Colman Park - Seattle,Seattle,,
Belltown,"Seattle, WA",King,"47.614300, -122.344269",1_400,1,3rd Ave & Bell St,27 - Colman Park - Seattle,Seattle,,
Belltown,"Seattle, WA",King,"47.612438, -122.341110",1_420,1,3rd Ave & Virginia St,27 - Colman Park - Seattle,Seattle,,
Central Business District,"Seattle, WA",King,"47.609070, -122.337288",1_433,24,3rd Ave & Pike St,27 - Colman Park - Seattle,Seattle,,
Central Business District,"Seattle, WA",King,"47.606442, -122.334900",1_468,21,3rd Ave & Seneca St,27 - Colman Park - Seattle,Seattle,,
Central Business District,"Seattle, WA",King,"47.603580, -122.332275",1_490,21,3rd Ave & Columbia St,27 - Colman Park - Seattle,Seattle,,
Pioneer Square,"Seattle, WA",King,"47.601646, -122.329582",1_1340,27,Yesler Way & Prefontaine Pl S,27 - Colman Park - Seattle,Seattle,,
International District,"Seattle, WA",King,"47.601639, -122.325050",1_1350,27,Yesler Way & 6th Ave S,27 - Colman Park - Seattle,Seattle,,
Yesler Terrace,"Seattle, WA",King,"47.601627, -122.323586",1_27480,27,Yesler Way & 8th Ave S,27 - Colman Park - Seattle,Seattle,,
,"Seattle, WA",King,"47.601691, -122.320065",,27,E Yesler Way & Broadway,27 - Colman Park - Seattle,Seattle,,
